ImageIndex,identification_method,phylum,class,order,family,genus,species,sex,lifestage,caption,media_descriptor,image_file,copyright_institution,photographer,source
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus ?thylactus,male,,tail,,https://nematode.unl.edu/both15.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,male,,body,,https://nematode.unl.edu/both16.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,male,,head,Anterior,https://nematode.unl.edu/both17.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,male,,tail,,https://nematode.unl.edu/both18.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,male,,tail,,https://nematode.unl.edu/both19.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,head,Anterior,https://nematode.unl.edu/both2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,body,,https://nematode.unl.edu/both20.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,vulva,,https://nematode.unl.edu/both21.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus ioyeiue,female,,vulva,,https://nematode.unl.edu/both3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,tail,,https://nematode.unl.edu/both4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,tail,,https://nematode.unl.edu/both5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus es,female,,vulva,,https://nematode.unl.edu/both6.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,head,Anterior,https://nematode.unl.edu/both7.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,head,Anterior,https://nematode.unl.edu/both8.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,tail,,https://nematode.unl.edu/both9.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,,,compare,,https://nematode.unl.edu/bothcmp.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,juvenile,,head,Anterior,https://nematode.unl.edu/bothyl1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,juvenile,,body,,https://nematode.unl.edu/bothyl2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus ?thylactus,male,,body,,https://nematode.unl.edu/bothyl3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus ?thylactus,male,,head,Anterior,https://nematode.unl.edu/bothyl4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus ?thylactus,male,,tail,,https://nematode.unl.edu/bothyl5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus +!,female,,head,Anterior,https://nematode.unl.edu/bthhead.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Boleodorus,Boleodorus thylactus,female,,tail,,https://nematode.unl.edu/bthtail.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Enoplea,Dorylaimida,Qudsianematidae,Boreolaimus,Boreolaimus enckellii,juvenile,,head,Anterior,https://nematode.unl.edu/eudenc1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Enoplea,Dorylaimida,Qudsianematidae,Boreolaimus,Boreolaimus enckellii,juvenile,,tail,,https://nematode.unl.edu/eudenc2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema ?reticulatum,female,,body,,https://nematode.unl.edu/bretic1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema ?reticulatum,female,,head,Anterior,https://nematode.unl.edu/bretic2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema ?reticulatum,female,,tail,,https://nematode.unl.edu/bretic3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema ?reticulatum,female,,head,Anterior,https://nematode.unl.edu/bretic4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema ?reticulatum,female,,amour,,https://nematode.unl.edu/bretic5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema ?reticulatum,female,,tail,,https://nematode.unl.edu/bretic6.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,body,,https://nematode.unl.edu/bunon1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,,female,,egg,,https://nematode.unl.edu/bunon10.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,cuticle,,https://nematode.unl.edu/bunon11.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,head,Anterior,https://nematode.unl.edu/bunon12.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,esophageal bulb,,https://nematode.unl.edu/bunon13.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema ip,juvenile,,body,,https://nematode.unl.edu/bunon14.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema -,juvenile,,body,,https://nematode.unl.edu/bunon15.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,body,,https://nematode.unl.edu/bunon16.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,,juvenile,,body,,https://nematode.unl.edu/bunon17.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,armor,,https://nematode.unl.edu/bunon18.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,head,Anterior,https://nematode.unl.edu/bunon19.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,head,Anterior,https://nematode.unl.edu/bunon2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema le,juvenile,,body,,https://nematode.unl.edu/bunon20.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,armor,,https://nematode.unl.edu/bunon21.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,,juvenile,,armor,,https://nematode.unl.edu/bunon22.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,head,Anterior,https://nematode.unl.edu/bunon23.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,lateral field,,https://nematode.unl.edu/bunon24.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,armor,,https://nematode.unl.edu/bunon25.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,juvenile,,tail,,https://nematode.unl.edu/bunon26.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,~ Bunonema,female,,cuticle,,https://nematode.unl.edu/bunon3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,basal bulb,,https://nematode.unl.edu/bunon4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,tail,,https://nematode.unl.edu/bunon5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,body,,https://nematode.unl.edu/bunon6.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema,female,,tail,,https://nematode.unl.edu/bunon7.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,head,Anterior,https://nematode.unl.edu/bunon8.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,head,Anterior,https://nematode.unl.edu/bunon9.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,male,,body,,https://nematode.unl.edu/bunsa1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,male,,head,Anterior,https://nematode.unl.edu/bunsa2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,male,,spicules,,https://nematode.unl.edu/bunsa3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,,male,,head,Anterior,https://nematode.unl.edu/bunsa4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,male,,armor,,https://nematode.unl.edu/bunsa5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,male,,armor,,https://nematode.unl.edu/bunsa6.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,male,,tail,,https://nematode.unl.edu/bunsa7.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema eee,male,,spicules,,https://nematode.unl.edu/bunsa8.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,body,,https://nematode.unl.edu/bunsb1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,Bunonema sp.,female,,head,Anterior,https://nematode.unl.edu/bunsb2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,,female,,cuticle,,https://nematode.unl.edu/bunsb3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Bunonematidae,Bunonema,,female,,basal bulb,,https://nematode.unl.edu/bunsb4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus sp,female,,body,,https://nematode.unl.edu/bursap1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,anterior,,https://nematode.unl.edu/bursap2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,vulva,,https://nematode.unl.edu/bursap3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus sp.,female,,vulva,,https://nematode.unl.edu/bursap4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus sp,female,,tail,,https://nematode.unl.edu/bursap5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,male,,body,,https://nematode.unl.edu/buxy1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,tail,,https://nematode.unl.edu/buxy10.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,head,Anterior,https://nematode.unl.edu/buxy11.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus glophis,female,,median bulb,,https://nematode.unl.edu/buxy12.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,vulva,,https://nematode.unl.edu/buxy13.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,female,,tail,,https://nematode.unl.edu/buxy14.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,head,Anterior,https://nematode.unl.edu/buxy15.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus Bale,female,,median bulb,,https://nematode.unl.edu/buxy16.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,vulva,,https://nematode.unl.edu/buxy17.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,female,,tail,,https://nematode.unl.edu/buxy18.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,male,,head,Anterior,https://nematode.unl.edu/buxy19.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,male,,head,Anterior,https://nematode.unl.edu/buxy2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus aytephius,male,,tail,,https://nematode.unl.edu/buxy20.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xslophis,male,,body,,https://nematode.unl.edu/buxy21.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,male,,dorsal gland orifice,,https://nematode.unl.edu/buxy22.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,male,,head,Anterior,https://nematode.unl.edu/buxy23.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,male,,head,Anterior,https://nematode.unl.edu/buxy24.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,male,,spicules,,https://nematode.unl.edu/buxy25.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,male,,tail,,https://nematode.unl.edu/buxy26.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,male,,lateral field,,https://nematode.unl.edu/buxy27.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,male,,head,Anterior,https://nematode.unl.edu/buxy28.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,male,,tail,,https://nematode.unl.edu/buxy29.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus agjepties,male,,tail,,https://nematode.unl.edu/buxy3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,vulva,,https://nematode.unl.edu/buxy30.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,female,,tail,,https://nematode.unl.edu/buxy31.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,male,,body,,https://nematode.unl.edu/buxy4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus ia,male,,anterior,,https://nematode.unl.edu/buxy5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchus xylophilus,male,,spicules,,https://nematode.unl.edu/buxy6.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,Bursaphelenchusxlophius,female,,body,,https://nematode.unl.edu/buxy7.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,anterior,,https://nematode.unl.edu/buxy8.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Bursaphelenchus,,female,,vulva,,https://nematode.unl.edu/buxy9.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,anterior,,https://nematode.unl.edu/cactesh1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,tail,,https://nematode.unl.edu/cactesh2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,body,,https://nematode.unl.edu/cactesh3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp,juvenile,,anterior,,https://nematode.unl.edu/cactesh4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,oesophageal overlap,,https://nematode.unl.edu/cactesh5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,tail,,https://nematode.unl.edu/cactesh6.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,tail,,https://nematode.unl.edu/cactesh7.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,tail,,https://nematode.unl.edu/cactesh8.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,body,,https://nematode.unl.edu/cactode1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,tail,,https://nematode.unl.edu/cactode10.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,head,Anterior,https://nematode.unl.edu/cactode11.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,2Cactodera sp:,juvenile,,tail,,https://nematode.unl.edu/cactode12.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,head,Anterior,https://nematode.unl.edu/cactode13.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,tail,,https://nematode.unl.edu/cactode14.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,2Cactodera sp.,juvenile,,anterior,,https://nematode.unl.edu/cactode15.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,?Cactodera sp.,female,,tail,,https://nematode.unl.edu/cactode16.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,?Cactodera a,juvenile,,body,,https://nematode.unl.edu/cactode17.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,head,Anterior,https://nematode.unl.edu/cactode18.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,tail,,https://nematode.unl.edu/cactode19.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,head,Anterior,https://nematode.unl.edu/cactode2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,?Cactodera sp.,juvenile,,head,Anterior,https://nematode.unl.edu/cactode20.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,head,Anterior,https://nematode.unl.edu/cactode21.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,tail,,https://nematode.unl.edu/cactode22.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,?Cactodera sp.,juvenile,,head,Anterior,https://nematode.unl.edu/cactode23.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,tail,,https://nematode.unl.edu/cactode24.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera Sp.,juvenile,,head,Anterior,https://nematode.unl.edu/cactode3.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,tail,,https://nematode.unl.edu/cactode4.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera sp.,juvenile,,lateral field,,https://nematode.unl.edu/cactode5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,juvenile,,body,,https://nematode.unl.edu/cactode6.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,2Cactodera ee,juvenile,,head,Anterior,https://nematode.unl.edu/cactode7.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,2Cactodera sp.,juvenile,,tail,,https://nematode.unl.edu/cactode8.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,?Cactodera sp.,juvenile,,head,Anterior,https://nematode.unl.edu/cactode9.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,,,cyst,,https://nematode.unl.edu/cactow1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,,,cyst,,https://nematode.unl.edu/cactow2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,,,,cyst,,https://nematode.unl.edu/cactow5.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera weissi,juvenile,,head,Anterior,https://nematode.unl.edu/cactowe1.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera weissi,juvenile,,tail,,https://nematode.unl.edu/cactowe2.jpg,University of Nebraska,,https://nematode.unl.edu
,,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Cactodera,Cactodera se,juvenile,,body,,https://nematode.unl.edu/cactowyo1.jpg,University of Nebraska,,https://nematode.unl.edu
